economy,series,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
MNE,SP.DYN.LE00.IN,75.9902439,75.98292683,76.2,76.4902439,76.44146341,76.44878049,76.44146341,76.48536585,76.84146341,76.68292683,75.93170732
MNG,DT.ODA.ODAT.CD,286660003.7,337450012.2,438609985.4,430510009.8,316910003.7,236110000.6,325450012.2,764429992.7,332100006.1,308489990.2,699159973.1
MNG,NY.GDP.PCAP.CD,2643.287083,3757.565415,4351.888461,4366.089537,4158.521471,3875.321675,3658.3903,3687.100003,4156.84697,4404.84583,4060.950518
MNG,SE.ADT.LITR.ZS,98.25700378,,,,,,,,,,99.18327332
MNG,SM.POP.REFG,12,,5,8,5,11,10,5,5,,
MNG,SM.POP.REFG.OR,1720,1982,2111,2054,2162,2198,2282,2227,2249,2364,2277
MNG,SP.DYN.LE00.IN,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,69.87,70.056
MNP,DT.ODA.ODAT.CD,,,,,,,,,,,
MNP,NY.GDP.PCAP.CD,14804.24673,13496.75078,13736.97197,14091.19118,15044.9359,16314.38355,21891.18479,27584.74351,22886.67405,20659.64029,
MNP,SE.ADT.LITR.ZS,,,,,,,,,,,
MNP,SM.POP.REFG,,,,,,,,,,,
MNP,SM.POP.REFG.OR,,,,,,,,,,,
MNP,SP.DYN.LE00.IN,,,,,,,,,,,
MOZ,DT.ODA.ODAT.CD,1943130005,2065469971,2071610107,2299649902,2098010010,1811130005,1525780029,1798099976,1815510010,1831650024,2547300049
MOZ,NY.GDP.PCAP.CD,471.90436,594.5861485,657.6450363,664.0772657,673.9694763,589.8594314,428.9264503,461.4149278,503.3020092,506.8171391,448.8438914
MOZ,SE.ADT.LITR.ZS,,,,,,56.03900146,,60.65542984,,,
MOZ,SM.POP.REFG,4072,4074,4395,4443,4534,5624,4663,4876,4910,4713,4757
MOZ,SM.POP.REFG.OR,120,147,155,51,55,55,48,48,57,77,81
MOZ,SP.DYN.LE00.IN,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,60.854,61.387
MRT,DT.ODA.ODAT.CD,373609985.4,381720001.2,409769989,294739990.2,260709991.5,329459991.5,307290008.5,291730011,448380004.9,396510009.8,644460022
MRT,NY.GDP.PCAP.CD,1610.92063,1879.770243,1815.218939,1892.096098,1677.109019,1524.073317,1536.855615,1587.858904,1669.773476,1743.301317,1702.486959
MRT,SE.ADT.LITR.ZS,,,,62.06874847,,,,53.49758911,,,
MRT,SM.POP.REFG,26709,26535,80500,92766,75628,77390,74146,77424,83183,84900,93607
MRT,SM.POP.REFG.OR,37721,39919,33747,34239,34103,34656,36263,36525,37050,37423,37931
MRT,SP.DYN.LE00.IN,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,64.925,65.129
MUS,DT.ODA.ODAT.CD,124589996.3,185690002.4,176639999.4,145740005.5,44590000.15,78419998.17,42340000.15,14630000.11,69180000.31,22180000.31,334970001.2
MUS,NY.GDP.PCAP.CD,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836,11208.34382,11097.16898,8632.752859
MUS,SE.ADT.LITR.ZS,,89.24983978,91.76600647,91.49002838,92.47476196,92.70760345,93.15783691,,,,
MUS,SM.POP.REFG,,,,,,,,5,16,20,20
MUS,SM.POP.REFG.OR,25,36,57,72,91,101,106,130,156,178,176
MUS,SP.DYN.LE00.IN,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,74.17707317
MWI,DT.ODA.ODAT.CD,1016849976,798280029.3,1170910034,1131550049,931159973.1,1049380005,1241609985,1520439941,1279310059,1167349976,1453130005
MWI,NY.GDP.PCAP.CD,478.6686885,534.9510502,391.5617052,348.4298737,371.2695217,380.5969877,315.7779871,506.1372944,544.5934593,591.8470837,636.2863096
MWI,SE.ADT.LITR.ZS,61.30971909,,,,65.14537048,62.14353943,,,,,
MWI,SM.POP.REFG,5738,6306,6546,5794,5871,9018,9386,8977,13783,14087,14892
MWI,SM.POP.REFG.OR,168,216,273,323,356,429,427,434,472,514,514
MWI,SP.DYN.LE00.IN,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,64.263,64.694
MYS,DT.ODA.ODAT.CD,-6139999.866,40810001.37,18319999.69,-113309997.6,19920000.08,-600000.0238,-51819999.69,-29250000,-34549999.24,-2990000.01,-5219999.79
MYS,NY.GDP.PCAP.CD,9040.568495,10399.37021,10817.43171,10970.1043,11319.06194,9955.242722,9817.78709,10259.30481,11380.07922,11432.82603,10412.34767
MYS,SE.ADT.LITR.ZS,93.1178894,,,,,,94.88057709,95.08264923,94.85440826,94.97113037,
MYS,SM.POP.REFG,81518,86676,90173,97502,99362,94158,92256,103837,121305,129102,129902
MYS,SM.POP.REFG.OR,550,531,523,478,458,435,453,540,817,906,1058
MYS,SP.DYN.LE00.IN,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,76.156,76.306
NAC,DT.ODA.ODAT.CD,0,0,0,0,0,0,0,0,0,0,0
NAC,NY.GDP.PCAP.CD,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58430.1986,61158.56356,63175.74013,61000.85526
NAC,SE.ADT.LITR.ZS,,,,,,,,,,,
NAC,SM.POP.REFG,430049,429631,425757,424000,416378,409088,370285,391903,427343,443472,450060
NAC,SM.POP.REFG.OR,3105,3883,4575,4849,5069,4897,378,385,413,368,414
NAC,SP.DYN.LE00.IN,78.80945553,78.92055891,79.03147799,79.04221001,79.13808291,79.01211433,78.8773349,78.87909197,78.98679051,79.12336528,77.74116282
NAM,DT.ODA.ODAT.CD,261329986.6,275760009.8,252350006.1,260579986.6,226220001.2,142320007.3,170190002.4,188949996.9,159449996.9,144020004.3,180100006.1
NAM,NY.GDP.PCAP.CD,5394.996712,5806.748246,5942.29274,5392.094938,5469.9014,4896.61526,4546.986688,5367.114674,5588.392864,5028.295342,4157.019506
NAM,SE.ADT.LITR.ZS,,88.27462769,,,,,,,91.52726746,,
NAM,SM.POP.REFG,7249,6050,1808,2330,1765,1730,1747,2182,2394,3182,3578
NAM,SM.POP.REFG.OR,1013,1067,1097,1138,1250,1272,1363,1368,1331,459,457
NAM,SP.DYN.LE00.IN,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,63.708,64.045
NCL,DT.ODA.ODAT.CD,,,,,,,,,,,
NCL,NY.GDP.PCAP.CD,37494.88437,40697.63007,37294.02726,38503.26306,39675.58194,32520.30457,32391.20197,33976.54853,36382.49553,34788.54031,34694.5504
NCL,SE.ADT.LITR.ZS,,,,,97.80000305,,,,,,
NCL,SM.POP.REFG,,,,,,,,,,,
NCL,SM.POP.REFG.OR,,,,,,,,,,,
NCL,SP.DYN.LE00.IN,77.2804878,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,77.43414634,77.63414634,77.77117073
NER,DT.ODA.ODAT.CD,741380004.9,644669982.9,891140014.6,797299987.8,917780029.3,869280029.3,952479980.5,1224699951,1308430054,1439479980,1928449951
NER,NY.GDP.PCAP.CD,476.8695322,512.595335,529.7444581,552.569139,564.5967488,484.1531374,500.2149113,517.7715723,570.723922,554.0993893,567.6698923
NER,SE.ADT.LITR.ZS,,,30.56039047,,,,,,35.04999924,,
NER,SM.POP.REFG,315,301,50509,57657,77826,124717,166089,165729,175413,179997,233293
NER,SM.POP.REFG.OR,794,805,824,674,728,1383,1230,1363,2715,3063,18853
NER,SP.DYN.LE00.IN,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,62.42,62.792
NGA,DT.ODA.ODAT.CD,2052360107,1809859985,1915760010,2515719971,2478600098,2431540039,2498189941,3358959961,3304949951,3277399902,3375479980
NGA,NY.GDP.PCAP.CD,2280.437337,2487.598017,2723.822191,2961.549422,3098.985791,2687.480056,2176.002772,1968.565398,2027.778549,2229.858652,2097.092473
NGA,SE.ADT.LITR.ZS,,,,,,,,,62.01601028,,
NGA,SM.POP.REFG,8744,8803,3151,1688,1237,1387,1357,1910,34727,54157,66056
NGA,SM.POP.REFG.OR,15645,17140,18017,31173,90936,167973,229290,238977,276834,295578,352960
NGA,SP.DYN.LE00.IN,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,54.687,55.018
NIC,DT.ODA.ODAT.CD,511160003.7,462950012.2,521460022,459399993.9,414929992.7,453359985.4,418940002.4,548580017.1,346059997.6,384940002.4,599909973.1
NIC,NY.GDP.PCAP.CD,1503.872231,1655.8105,1760.460308,1811.636803,1934.062922,2049.851666,2107.57406,2159.161926,2014.575189,1924.471816,1900.043594
NIC,SE.ADT.LITR.ZS,,,,,,82.61454773,,,,,
NIC,SM.POP.REFG,59,80,124,184,273,325,325,322,321,322,311
NIC,SM.POP.REFG.OR,1426,1464,1526,1530,1580,1469,1409,1467,1671,4376,8701
NIC,SP.DYN.LE00.IN,72.428,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275,74.485,74.697
NLD,DT.ODA.ODAT.CD,,,,,,,,,,,
NLD,NY.GDP.PCAP.CD,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52396.03221
NLD,SE.ADT.LITR.ZS,,,,,,,,,,,
NLD,SM.POP.REFG,74948,74587,71893,74700,82483,88518,101727,103843,101824,94417,95897
NLD,SM.POP.REFG.OR,52,61,69,59,63,64,32,39,41,55,51
NLD,SP.DYN.LE00.IN,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.11219512,81.4097561
NOR,DT.ODA.ODAT.CD,,,,,,,,,,,
NOR,NY.GDP.PCAP.CD,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529,67329.67779
NOR,SE.ADT.LITR.ZS,,,,,,,,,,,
NOR,SM.POP.REFG,40245,40671,42805,46088,47025,50377,59512,59230,57004,53882,49653
NOR,SM.POP.REFG.OR,,5,5,15,15,10,10,15,5,5,5
NOR,SP.DYN.LE00.IN,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.95853659,83.2097561
NPL,DT.ODA.ODAT.CD,767349975.6,749320007.3,769500000,873330017.1,883820007.3,1224439941,1064300049,1269400024,1452260010,1332630005,1758400024
NPL,NY.GDP.PCAP.CD,592.4012071,797.8139473,804.1416073,823.3598746,844.8531249,901.7496077,899.523581,1048.453755,1178.525957,1194.957236,1147.471971
NPL,SE.ADT.LITR.ZS,,59.62725067,,,,,,,67.90843201,,
NPL,SM.POP.REFG,89804,72651,56263,46303,38490,32669,25249,21467,20804,19570,19555
NPL,SM.POP.REFG.OR,5883,6845,7601,8098,8542,9051,8364,8415,8590,8034,7483
NPL,SP.DYN.LE00.IN,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,70.778,71.067
NRU,DT.ODA.ODAT.CD,27780000.69,37529998.78,31120000.84,28750000,22489999.77,31250000,22670000.08,25760000.23,37529998.78,54330001.83,28250000
NRU,NY.GDP.PCAP.CD,4752.175082,6560.27487,9562.667866,9648.495655,10171.48073,8341.012278,9521.042101,10339.38548,11614.66508,11029.73558,10580.26819
NRU,SE.ADT.LITR.ZS,,,,,,,,,,,
NRU,SM.POP.REFG,,,,,386,508,508,964,964,755,1074
NRU,SM.POP.REFG.OR,,,,,,,,,,,5
NRU,SP.DYN.LE00.IN,,,,,,,,,,,
NZL,DT.ODA.ODAT.CD,,,,,,,,,,,
NZL,NY.GDP.PCAP.CD,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364,41596.5055
NZL,SE.ADT.LITR.ZS,,,,,,,,,,,
NZL,SM.POP.REFG,2298,1916,1504,1388,1342,1313,1408,1465,1545,1709,1748
NZL,SM.POP.REFG.OR,11,13,19,15,14,16,25,34,34,34,35
NZL,SP.DYN.LE00.IN,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,82.05609756
OED,DT.ODA.ODAT.CD,2460450005,5465630062,4440889915,4381100090,5785960079,3983880066,5804090118,4921809929,3619480057,2322999928,
OED,NY.GDP.PCAP.CD,35025.50921,37486.55175,37217.70866,37477.67902,37993.05368,35590.73172,36037.76772,37377.57018,39306.7924,39478.31197,38116.42222
OED,SE.ADT.LITR.ZS,,,,,,,,,,,
OED,SM.POP.REFG,1981526,1957245,2216584,2200241,3290290,4457969,5324199,6368086,6820931,6984345,7149538
OED,SM.POP.REFG.OR,562294,557016,552131,485887,448470,423991,388455,274313,230885,297454,309934
OED,SP.DYN.LE00.IN,79.14888714,79.37988541,79.49704942,79.66195229,79.91185268,79.81127706,79.96054138,80.00517017,80.10275237,80.2864427,79.70326687
OMN,DT.ODA.ODAT.CD,-21610000.61,,,,,,,,,,
OMN,NY.GDP.PCAP.CD,21369.35297,23837.31094,24988.01259,23888.62658,23017.93398,18444.927,16772.73921,17329.18546,18947.3665,17700.70349,14485.38612
OMN,SE.ADT.LITR.ZS,86.93900299,,,,91.98120117,93.03861237,94.89998627,95.5759964,95.6515274,,
OMN,SM.POP.REFG,78,83,138,138,150,244,316,308,310,308,308
OMN,SM.POP.REFG.OR,62,58,62,20,25,36,35,39,42,42,47
OMN,SP.DYN.LE00.IN,75.682,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,77.861,78.078
OSS,DT.ODA.ODAT.CD,2517799984,2428759974,2356940013,2353440049,1915069988,1662379991,1691080009,2015819998,2104660006,2095149998,
OSS,NY.GDP.PCAP.CD,12378.48615,14896.65861,15212.73848,15553.00274,15733.94809,12780.72639,12385.43331,13215.42974,14368.92697,13799.29553,11792.06642
OSS,SE.ADT.LITR.ZS,81.48590088,82.19190979,82.44003296,82.88600159,83.30425262,84.69232178,84.61511993,84.82926178,85.06986237,85.36422729,85.63774872
OSS,SM.POP.REFG,77375,73266,67081,68123,65071,58004,58809,62579,54870,55189,58840
OSS,SM.POP.REFG.OR,84757,68728,53707,40590,35037,33019,30896,30754,33354,33126,25268
OSS,SP.DYN.LE00.IN,64.32882235,65.03176728,65.7048157,66.34210506,66.89436358,67.4051718,67.83293162,68.22492354,68.54826055,68.83558489,69.03198297
PAK,DT.ODA.ODAT.CD,2933209961,3713360107,2017390015,2194469971,3615820068,3764020020,2961110107,2364310059,1386930054,2013160034,2590979980
PAK,NY.GDP.PCAP.CD,987.409712,1164.978823,1198.117637,1208.91771,1251.175719,1356.667831,1540.184503,1631.531909,1678.04315,1481.813864,1359.514522
PAK,SE.ADT.LITR.ZS,55.37519073,54.73802185,56.76433945,55.59498978,56.97714996,,,59.13204956,57.01057053,57.99885941,
PAK,SM.POP.REFG,1900619,1702698,1638452,1616505,1505521,1561157,1352551,1393132,1404008,1419596,1438940
PAK,SM.POP.REFG.OR,39979,35948,49778,48676,335947,297886,105419,128914,132248,136902,133280
PAK,SP.DYN.LE00.IN,65.264,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,67.273,67.428
PAN,DT.ODA.ODAT.CD,129610000.6,110940002.4,51330001.83,9210000.038,-193259994.5,10250000,22610000.61,41750000,39099998.47,70480003.36,394670013.4
PAN,NY.GDP.PCAP.CD,8082.01618,9358.26813,10722.26148,11889.09507,12796.07404,13630.30115,14343.98026,15146.40851,15544.99908,15774.25495,12509.83529
PAN,SE.ADT.LITR.ZS,94.09411621,,,,,,,,95.41181183,95.73607635,
PAN,SM.POP.REFG,17066,17249,17414,17650,17256,17304,17332,2417,2501,2536,2562
PAN,SM.POP.REFG.OR,94,98,107,99,83,62,33,36,44,45,70
PAN,SP.DYN.LE00.IN,76.792,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,78.506,78.68
PER,DT.ODA.ODAT.CD,-298890014.6,590719970.7,385459991.5,363660003.7,328299987.8,334829986.6,320200012.2,-1659999.967,450760009.8,459170013.4,488700012.2
PER,NY.GDP.PCAP.CD,5082.353706,5869.323882,6528.971775,6756.752996,6672.877373,6229.100674,6204.996457,6710.507602,6958.497262,7023.077526,6117.493571
PER,SE.ADT.LITR.ZS,,,93.84172821,,93.70794678,94.16233826,94.17366791,94.14961243,94.40827179,,94.49793243
PER,SM.POP.REFG,1129,1130,1100,1128,1275,1454,1615,1788,2506,2850,4272
PER,SM.POP.REFG.OR,5834,5488,5207,4762,4333,3591,2599,2588,2579,2765,2834
PER,SP.DYN.LE00.IN,74.41,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,76.736,76.947
PHL,DT.ODA.ODAT.CD,582450012.2,-135869995.1,-4619999.886,187229995.7,677440002.4,514950012.2,283649993.9,160479995.7,547340026.9,886020019.5,1456219971
PHL,NY.GDP.PCAP.CD,2217.472153,2450.735694,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,3252.110274,3485.340844,3301.218603
PHL,SE.ADT.LITR.ZS,,,,96.39800262,,98.18254852,,,,96.27816772,
PHL,SM.POP.REFG,238,118,141,178,213,254,392,512,631,680,709
PHL,SM.POP.REFG.OR,963,945,979,718,660,582,426,445,522,554,469
PHL,SP.DYN.LE00.IN,69.823,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,71.231,71.36
PLW,DT.ODA.ODAT.CD,28750000,24520000.46,15460000.04,35419998.17,23479999.54,13930000.31,17799999.24,22129999.16,84540000.92,24940000.53,66230003.36
PLW,NY.GDP.PCAP.CD,10356.63362,11094.83322,12044.10547,12561.33614,13711.7617,15876.46193,16835.986,16019.98989,15895.2599,15232.48708,14243.86469
PLW,SE.ADT.LITR.ZS,,,,99.50312805,,96.59374237,,,,,
PLW,SM.POP.REFG,,,,,,,,,,,
PLW,SM.POP.REFG.OR,,,,,,,,,,,
PLW,SP.DYN.LE00.IN,,,,,,,,,,,
PNG,DT.ODA.ODAT.CD,514280029.3,616479980.5,670270019.5,657440002.4,581909973.1,591390014.6,531580017.1,532630004.9,790330017.1,649169982.9,1055030029
PNG,NY.GDP.PCAP.CD,1949.351185,2406.910967,2790.676303,2729.888751,2920.782986,2679.346579,2509.629637,2695.249009,2801.371393,2820.306397,2757.011019
PNG,SE.ADT.LITR.ZS,61.59999847,,,,,,,,,,
PNG,SM.POP.REFG,9699,9378,9378,9373,9503,9503,9529,10018,10022,9698,10781
PNG,SM.POP.REFG.OR,87,126,172,219,285,335,401,406,424,475,510
PNG,SP.DYN.LE00.IN,62.029,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,64.501,64.725
POL,DT.ODA.ODAT.CD,,,,,,,,,,,
POL,NY.GDP.PCAP.CD,12613.011,13879.56099,13097.27085,13696.4663,14271.30585,12578.49547,12447.43959,13864.68176,15468.48222,15732.20313,15742.45373
POL,SE.ADT.LITR.ZS,,,,,,,,,,,
POL,SM.POP.REFG,15537,15834,15897,16428,15730,14057,11738,12225,12495,12658,2771
POL,SM.POP.REFG.OR,1758,1811,1638,1428,1306,1298,1159,1123,1085,961,910
POL,SP.DYN.LE00.IN,76.24634146,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.90487805,76.6
PRE,DT.ODA.ODAT.CD,39666899872,41593890171,40751410029,40476800090,38651330417,37039680193,36323879717,41503769638,40719299857,45702979752,
PRE,NY.GDP.PCAP.CD,1435.877036,1620.424413,1713.457216,1822.840521,1861.65095,1563.731184,1396.061296,1446.507196,1438.529516,1474.823822,1349.15316
PRE,SE.ADT.LITR.ZS,54.58861923,56.30136108,58.8340683,59.53052902,60.59999847,59.66225052,61.96347046,62.92971039,62.00146866,62.55918121,63.07902908
PRE,SM.POP.REFG,1930649,2305502,2423706,2663167,3441351,3974220,4449428,5506709,5591787,5765871,5956084
PRE,SM.POP.REFG.OR,7318007,7239576,6646688,6456351,7232189,7744755,8419066,9817273,9918962,9984333,9924245
PRE,SP.DYN.LE00.IN,56.59345632,57.22415595,57.8355568,58.42601985,58.98778122,59.51195887,59.99193225,60.42745654,60.820942,61.17597806,61.4987694
PRI,DT.ODA.ODAT.CD,,,,,,,,,,,
PRI,NY.GDP.PCAP.CD,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.76057,31604.70151,32850.54861,31429.86612
PRI,SE.ADT.LITR.ZS,91.96523285,,,,,,,92.38999939,,,
PRI,SM.POP.REFG,,,,,,,,,,,
PRI,SM.POP.REFG.OR,,,,,,,,,,,
PRI,SP.DYN.LE00.IN,78.41909756,78.64065854,78.84758537,79.03434146,79.20246341,79.3534878,79.49497561,79.63453659,79.77819512,79.9285122,80.08746341
PRK,DT.ODA.ODAT.CD,78830001.83,96099998.47,82069999.69,75489997.86,85110000.61,71660003.66,61020000.46,75400001.53,61419998.17,61400001.53,56709999.08
PRK,NY.GDP.PCAP.CD,,,,,,,,,,,
PRK,SE.ADT.LITR.ZS,,,,,,,,,,,
PRK,SM.POP.REFG,,,,,,,,,,,
PRK,SM.POP.REFG.OR,915,1046,1126,1163,1275,1094,1419,1176,797,758,689
PRK,SP.DYN.LE00.IN,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,72.274,72.453
PRT,DT.ODA.ODAT.CD,,,,,,,,,,,
PRT,NY.GDP.PCAP.CD,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22194.56611
PRT,SE.ADT.LITR.ZS,,94.47705078,,,,,,,96.1375885,,
PRT,SM.POP.REFG,368,399,473,596,704,851,1189,1619,2130,2375,2405
PRT,SM.POP.REFG.OR,29,29,32,27,30,28,20,16,20,25,27
PRT,SP.DYN.LE00.IN,79.02682927,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,81.67560976,80.97560976
PRY,DT.ODA.ODAT.CD,112360000.6,79980003.36,104569999.7,130710006.7,62419998.17,60180000.31,88540000.92,142750000,164509994.5,127419998.2,304239990.2
PRY,NY.GDP.PCAP.CD,4342.065845,5326.358284,5185.141549,5936.975959,6118.31811,5413.776021,5324.609068,5678.869972,5782.78455,5383.574422,4967.687212
PRY,SE.ADT.LITR.ZS,93.87091827,,94.19747162,95.05903625,95.03481293,95.55484009,94.65023804,,94.02079773,93.21353149,94.54454803
PRY,SM.POP.REFG,103,120,129,132,149,167,199,200,260,1014,1686
PRY,SM.POP.REFG.OR,86,91,101,91,87,88,68,77,73,84,119
PRY,SP.DYN.LE00.IN,72.653,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,74.254,74.363
PSE,DT.ODA.ODAT.CD,2512560059,2434739990,2006109985,2602330078,2487840088,1872209961,2394889893,2145179932,2294110107,2293679932,2029969971
PSE,NY.GDP.PCAP.CD,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638
PSE,SE.ADT.LITR.ZS,94.71748352,95.02581787,95.67101288,96.04602814,96.21292877,96.47711945,96.7191925,96.92440033,97.21861267,97.37825775,97.5144577
PSE,SM.POP.REFG,1841769,1895043,1944544,1994493,2051096,2104001,2158274,2214783,2267747,2319073,2348243
PSE,SM.POP.REFG.OR,93312,94141,94916,96035,97207,98013,97794,99630,100728,96253,100153
PSE,SP.DYN.LE00.IN,72.788,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,74.053,74.213
PSS,DT.ODA.ODAT.CD,891830007.6,1052520000,1077220002,1060189983,903160011.3,939420002,782450005.5,1013109999,1033809996,1056140005,
PSS,NY.GDP.PCAP.CD,2965.105976,3440.444748,3609.414124,3702.431426,3970.595443,3832.551181,3965.895179,4222.557375,4340.564704,4271.583766,3785.503406
PSS,SE.ADT.LITR.ZS,90.56085968,90.68676758,90.79221344,90.8894577,90.94667816,91.01599121,91.14510345,91.27796936,91.29380798,,
PSS,SM.POP.REFG,5,5,,,398,525,525,976,969,767,1088
PSS,SM.POP.REFG.OR,1960,1686,1419,1211,1026,985,892,832,747,664,596
PSS,SP.DYN.LE00.IN,68.48523385,68.68298504,68.88200361,69.07737595,69.26553985,69.44447786,69.61374205,69.77428325,69.9290488,70.07973149,70.22750538
PST,DT.ODA.ODAT.CD,1603330011,1626210024,1530800022,1520140011,2418719968,2469770014,4645420049,2116119962,2465520077,2354090010,
PST,NY.GDP.PCAP.CD,39720.38128,42549.56148,42308.70329,42546.67832,43196.85331,40669.04208,41401.37787,42995.85935,45413.55092,45728.10123,44330.3117
PST,SE.ADT.LITR.ZS,,,,,,,,,,,
PST,SM.POP.REFG,1921900,1877882,1876101,1520285,1645317,1890038,2429253,2864252,3116076,3368753,3464195
PST,SM.POP.REFG.OR,177309,170821,164336,104426,322776,395206,299832,198135,150936,117687,94138
PST,SP.DYN.LE00.IN,79.68613989,79.95295059,80.08676424,80.26808471,80.52726493,80.39500807,80.5494536,80.59751723,80.6916639,80.89110833,80.16436318
PYF,DT.ODA.ODAT.CD,,,,,,,,,,,
PYF,NY.GDP.PCAP.CD,,,,,,19500.10086,20020.09386,21127.06433,22094.75746,21512.2733,20182.5845
PYF,SE.ADT.LITR.ZS,,,,,,,,,,,
PYF,SM.POP.REFG,,,,,,,,,,,
PYF,SM.POP.REFG.OR,,,,,,,,,,,
PYF,SP.DYN.LE00.IN,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,77.657,77.836
QAT,DT.ODA.ODAT.CD,,,,,,,,,,,
QAT,NY.GDP.PCAP.CD,67403.08768,82409.94164,85075.98654,85050.68435,83858.34046,63039.11263,57162.96801,59124.86727,65907.94843,62087.97413,50124.38594
QAT,SE.ADT.LITR.ZS,91.77884674,91.36408234,90.1700592,90.63298798,91.3272171,,93.14530182,93.46396637,,,
QAT,SM.POP.REFG,51,80,80,130,132,117,176,188,189,202,201
QAT,SM.POP.REFG.OR,109,93,123,15,23,21,25,31,30,36,33
QAT,SP.DYN.LE00.IN,79.108,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,80.227,80.363
ROU,DT.ODA.ODAT.CD,,,,,,,,,,,
ROU,NY.GDP.PCAP.CD,8214.076893,9099.217539,8507.104775,9547.852151,10043.67745,8969.148921,9548.587403,10807.00917,12398.98198,12899.34611,12956.56625
ROU,SE.ADT.LITR.ZS,,98.60428619,,,,,,,98.84449768,,
ROU,SM.POP.REFG,1019,1003,1263,1747,2171,2581,2880,3911,4134,3860,3581
ROU,SM.POP.REFG.OR,3926,3422,2802,2331,1917,1731,1195,1210,1155,1352,1343
ROU,SP.DYN.LE00.IN,73.45853659,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.60731707,74.35365854
RUS,DT.ODA.ODAT.CD,,,,,,,,,,,
RUS,NY.GDP.PCAP.CD,10674.99609,14311.08398,15420.875,15974.64453,14095.64844,9313.013672,8704.898438,10720.33301,11287.36035,11536.25098,10161.98242
RUS,SE.ADT.LITR.ZS,99.68427277,,,,,,,,99.73005676,,
RUS,SM.POP.REFG,4924,3913,3164,3450,235732,314498,228981,126021,77382,42413,20260
RUS,SM.POP.REFG.OR,111944,109783,110587,74310,70552,67008,62759,61584,61457,62353,52742
RUS,SP.DYN.LE00.IN,68.84121951,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049
RWA,DT.ODA.ODAT.CD,1033089966,1263209961,878599975.6,1086290039,1035030029,1088439941,1150469971,1231329956,1119660034,1168250000,1624449951
